repository,commit_sha,commit_date,commit_title,commit_message,commit_author,additions,deletions,total_changes
ros-planning/navigation2,1946c75c0ec32c9779856b206e5cfc4f98d5d35b,2023-07-28T16:51:59Z,nav2_behaviors: export all available plugins (#3716),"It allows external packages to include those headers and create child
classes through inheritance.",DylanDeCoeyer-Quimesis,5,5,10
ros-planning/navigation2,efe04f603d0627ac484c058f2503af6fb474c0a6,2023-07-28T15:49:19Z,nav2_bt_navigator: log current location on navigate_to_pose action initialization (#3720),"It is very useful to know the current location considered by the
bt_navigator for debug purposes.",DylanDeCoeyer-Quimesis,8,1,9
ros-planning/navigation2,2f1f9e4a225f912c4c1ae9821fb7eb31ac192c16,2023-07-27T16:48:19Z,Behaviors access result (#3704),"* onCycle has access to the result

* revert

* pr review",jwallace42,7,7,14
ros-planning/navigation2,cb34d0ce1d24c1c437f548834a31a2ee8c4d9889,2023-07-26T17:58:58Z,Fix the velocity smoother being stuck when the deadband is too high (#3690),"* Move last_cmd update before deadband

* fix lint",BriceRenaudeau,2,1,3
ros-planning/navigation2,09eef5ccae64fa5fdefc9b6a5d2b79c4608cb402,2023-07-24T17:26:28Z,Use ParameterFile (allow_substs) (#3706),Signed-off-by: ymd-stella <world.applepie@gmail.com>,ymd-stella,40,28,68
ros-planning/navigation2,96673e216705fe837e5c53ce6a8469f204da5262,2023-07-16T07:52:14Z,moved error code enumerations to the result of action messages (#3693),"* moved error code enumerations to the result of action messages

* test fixes

* code review",jwallace42,235,226,461
ros-planning/navigation2,40822db451bb4b11b16ed97cc2ca2ab3acb31216,2023-07-13T18:49:55Z,Collision Monitor fixups (#3696),"* Fix max_points -> min_points in parameters
* Move robot_utils.hpp include to source where it actually using
* Remove double-description of getTransform()",AlexeyMerzlyakov,2,14,16
ros-planning/navigation2,abf3e85d05ac1dbb3a10bfda4afe37cf780184f4,2023-07-12T17:56:25Z,Install nav2_behavior_tree utils outside of BUILD_TESTING (#3692),,AadityaRavindran,4,5,9
ros-planning/navigation2,921eed0fd226088fe69d828cfa18968accfb502c,2023-07-11T20:19:49Z,remove empty message (#3691),,jwallace42,0,2,2
ros-planning/navigation2,778c0faee41788c9e3323a420ff2c10122ba4aae,2023-07-06T04:47:59Z,Fix costmap publisher test (#3679),"* added printouts

* ignore system tests

* fix

* cleanup

* Update test_costmap_2d_publisher.cpp

remove space",jwallace42,7,6,13
ros-planning/navigation2,4f98db411d94a9a810423fc4bf8870cc4a5973e8,2023-07-02T14:53:47Z,fix some new build warnings from sync (#3674),"* fix some new build warnings

* fixing last issue

* Update navigate_through_poses_action.hpp

* adding unsigned int to tests

* all to unsigned shorts

* test new warning resolution

* Update

* convert unsigned shorts to uint16_t for linter",SteveMacenski,19,17,36
ros-planning/navigation2,e0fe37636233e70e326546ef87bc4c1ba4fa74ed,2023-06-30T20:09:41Z,Removing nightly connext  job (#3676),,SteveMacenski,0,1,1
ros-planning/navigation2,1109ff74f4dc33a4f2ae2514ebd4fcb8709df24f,2023-06-30T19:34:14Z,CI test fixing for BT.CPP (paired with BehaviorTree.CPP/579) (#3605),"* CI test fixing for BT.CPP (paired with BehaviorTree.CPP/579)

* lint

* fixing smoother unit test failures",SteveMacenski,17,4,21
ros-planning/navigation2,7d4b1992811ccc9d36566d29251fdc8eaee66efc,2023-06-30T17:29:30Z,Fixing build warning (#3667),,SteveMacenski,1,1,2
ros-planning/navigation2,78c693a5d29da86d696ee535e303897220be4663,2023-06-29T17:15:24Z,Adding iron backport rule to mergify,,SteveMacenski,9,0,9
ros-planning/navigation2,ce6deb95795dedf4341eef3873cae32b0e05fd1d,2023-06-27T22:35:28Z,Fix smoother server tests (#3663),"* Fix smoother server tests

* Update test_smoother_server.cpp",SteveMacenski,18,20,38
ros-planning/navigation2,236310c05f8373022aecbff921de5a7295a20c8d,2023-06-27T19:26:17Z,Resolves 3646: Update CMAKE_COMPILER_IS_GNUCXX (#3662),"* Resolves 3646: Update CMAKE_COMPILER_IS_GNUCXX

* Update CMakeLists.txt",SteveMacenski,2,2,4
ros-planning/navigation2,af7e9b552f83cab9e97821a8d357031f7f73c814,2023-06-27T03:46:38Z,MPPI: Support Exact Path Following For Feasible Plans (#3659),"* alternative to path align critic for inversion control

* fix default behavior (enforce_path_inversion: false) (#3643)

Co-authored-by: Guillaume Doisy <guillaume@dexory.com>

* adding dyaw option for path alignment to incentivize following the path's intent where necessary

* add docs for use path orientations

* fix typo

---------

Co-authored-by: Guillaume Doisy <doisyg@users.noreply.github.com>
Co-authored-by: Guillaume Doisy <guillaume@dexory.com>",SteveMacenski,267,23,290
ros-planning/navigation2,cd2ca19b751e08a0d39f18503154bc75d5a6e362,2023-06-27T02:36:05Z,Enable multiple MPPI path angle modes depending on preferences in behavior (#3650),"* fixing path angle critic's non-directional bias

* adding reformat

* handle linting

* add utility unit tests

* adding unit tests for path angle",SteveMacenski,202,30,232
ros-planning/navigation2,25e065099cb727d725d4e4ef9be0c2d353a76062,2023-06-27T02:10:19Z,Ceres exposes a namespaced export and recommends it in their docs (#3652),Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>,Ryanf55,1,2,3
ros-planning/navigation2,558566f64054c4eb29ccdd66a7c2decd3db9b5c6,2023-06-26T23:05:36Z,Adding nan twist rejection for velocity smoother and collision monitor (#3658),"* adding nan twist rejection for velocity smoother and collision monitor

* deref",SteveMacenski,78,0,78
ros-planning/navigation2,80d342fa7d6724b6fe307f159dd692512feb09a0,2023-06-26T17:06:41Z,Reduce out-of-range log to DEBUG (#3656),,BriceRenaudeau,1,1,2
ros-planning/navigation2,e27b987fb8c1f15d2ce20933a377c5b08d810ce1,2023-06-25T19:05:02Z,Fix rviz panel node arguments (#3655),Signed-off-by: Nick Lamprianidis <info@nlamprian.me>,nlamprian,1,1,2
ros-planning/navigation2,4d060c3dbeb63f63c93d41260608b78b9a151bae,2023-06-24T00:04:40Z,Fix uninitialized value (#3651),"* In NAV2, this warning is treated as an error

Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>",Ryanf55,1,1,2
ros-planning/navigation2,b4c17f69cdec48438abf34dce5f9575ca598b41b,2023-06-23T23:45:55Z,adapting goal critic for speed to goal (#3641),"* adapting goal critic for speed to goal

* retuning goal critic

* add readme entries

* Update critics_tests.cpp",SteveMacenski,31,26,57
ros-planning/navigation2,063a314b5913dc7277c6954867824c419c1d5352,2023-06-23T20:31:25Z,fixing path angle critic's non-directional bias (#3632),"* fixing path angle critic's non-directional bias

* adding reformat",SteveMacenski,6,5,11
ros-planning/navigation2,6d8edb8b099ab08b1c184f5ff5f2e9e3c87e426b,2023-06-23T17:12:33Z,removing foxy from build table (#3649),,SteveMacenski,39,39,78
ros-planning/navigation2,d82c0a47f465b32a128b08afb635db5c68a18e95,2023-06-22T15:36:25Z,Let Navigators have different error codes (#3642),"* Change ERROR to DEBUG

* INFO message on init

* format code

* Replace newlines with spaces",RBT22,10,3,13
ros-planning/navigation2,84f5d64012b2ee19f78f203dc8f9a28bca24d08c,2023-06-21T14:56:14Z,Option for ObstacleLayer to not override StaticLayer's unknown parts (#3612),"* Add updateWithMaxWithoutUnknownOverride

* Add missing break to switch case

* Add additional NO_INFORMATION check to make more robust

* Add CombinationMethod enum with combination_method_from_int

* Rename override to overwrite

* Update docs of combination_method_from_int

* Move definitions to costmap_layer and remove function_name param

* Replace logger with node's logger

* Fix linting errors

* Add test

* Add CombinationMethod::Max test as a counter-case",RBT22,183,7,190
ros-planning/navigation2,12d148e41ea6bd8fb19f95c011cf8045a8b62310,2023-06-19T16:58:46Z,correct error message (#3631),"* correct error message

* clean up

* cleanup

* remove header",jwallace42,15,9,24
ros-planning/navigation2,01b84136493a47c2fe6ffa9d0b1132cbf132b189,2023-06-13T18:05:32Z,updating mppi's path angle critic for optional bidirectionality (#3624),"* updating mppi's path angle critic for optional bidirectionality

* Update README.md",SteveMacenski,58,12,70
ros-planning/navigation2,6027a47123df4cef54eedf76eb52eed19925d905,2023-06-11T18:13:12Z,add-Wnull-dereference and fix warnings (#3622),Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>,Ryanf55,17,4,21
ros-planning/navigation2,67b3691e3159e62e68bf5742ebbb39182905d517,2023-06-10T01:53:33Z,Fix Wshadow errors and enforce it (#3617),"* Fix Wshadow errors and enforce it

Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>

* Remove workaround for pluginlib

* This was only needed because it was included transitively
* By finding and linking properly, the compiler flags get propogated as SYSTEM
  correctly

Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>

---------

Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>",Ryanf55,46,47,93
ros-planning/navigation2,d985452f8b57e316c8432b7d6e492ebc8075c1fe,2023-06-10T00:55:01Z,Fix map not showing on rviz when navigation is launched with namespace (#3620),,FiIipe,2,1,3
ros-planning/navigation2,4bbba4b79edc2de5f84399865212974278d3fb7f,2023-06-09T22:28:48Z,Only apply Wnon-virtual-dtor if the compile language is CXX (#3614),"* https://stackoverflow.com/questions/25525047/cmake-generator-expression-differentiate-c-c-code

Signed-off-by: Ryan Friedman <ryanfriedman5410+github@gmail.com>",Ryanf55,2,1,3
ros-planning/navigation2,7fa46ad0db81da3235202ef56e1f91efa5ebe457,2023-06-09T17:08:40Z,Compile flags non-virtual-destructor (#3609),"* added compile flags

* cleanup

* cleanup

* cleanup

* add virtual destructors

* uncrusify",jwallace42,20,2,22
ros-planning/navigation2,86e265ff807ee591d26d238964f7fcefcf8263c0,2023-06-08T20:29:50Z,Fix costmap 2D test failures (#3611),"* costmap test without action

* test2

* try just printing first thing

* Update test_costmap_2d_publisher.cpp",SteveMacenski,4,2,6
ros-planning/navigation2,3432626ccdb36741ee117c32fa54621fc837d61d,2023-06-08T17:52:50Z,Refactor sim_time and composable node usage in Collision Monitor (#3604),"* Refactor sim_time and composable node usage in Collision Monitor launch script

* Added namespace support

* Fix comment",AlexeyMerzlyakov,79,26,105
ros-planning/navigation2,73072ae19bfa76c505685a4735ea278d3b499cbe,2023-06-06T18:24:33Z,[MPPI] empty path_follow_critic proper fix (#3599),"* [MPPI] empty path_follow_critic proper fix

* fix linting issue

---------

Co-authored-by: Guillaume Doisy <guillaume@dexory.com>
Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",doisyg,2,3,5
ros-planning/navigation2,3899db486ef4b374fb9496fdd339392c6f71812e,2023-06-05T21:05:38Z,Resolve #3532: reset i (#3597),,SteveMacenski,2,4,6
ros-planning/navigation2,a7c9e9ba9c0df7531210281746d2c10f41f9e713,2023-06-05T20:47:56Z,adding iron to the readme table statuses (#3598),"* adding iron to the readme table statuses

* collapsing table

* adding citation RPP",SteveMacenski,64,35,99
ros-planning/navigation2,5eb0a40ec963c92079d30bc039999642eb225dfc,2023-06-05T17:29:25Z,Add CostmapFilterInfoServer as a component (#3596),,FiIipe,13,3,16
ros-planning/navigation2,3a258a6e2da9250c9a398debcfde17a77d307647,2023-06-03T01:18:58Z,Fixing 3586: rviz panel operating in multiple non-standard frames (#3595),"* Fixes #3586 on rviz time stamping

* removing timing from rviz testing panel",SteveMacenski,2,2,4
ros-planning/navigation2,43da99b7057b09ef9c5fbcfa88522f65f23c7b2f,2023-06-02T01:06:07Z,Fix dynamic polygons vertices not updated for different frame (#3591),"* Fix dynamic polygons vertices not updated for different frame

* Update nav2_collision_monitor/src/collision_monitor_node.cpp

---------

Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",AlexeyMerzlyakov,55,15,70
ros-planning/navigation2,e4d03e758d55255bd066b1a2e9fd4247777b6275,2023-06-01T21:55:43Z,Adding Our Sponsors - May 2023 (#3593),"* adding our sponsors - may 2023

* adding blurb

* adding links

* adding links

* adding links

* adding Open Nav",SteveMacenski,17,0,17
ros-planning/navigation2,1b5920cc253e33a14cd94c81cccf670d13ee13cf,2023-05-25T18:18:07Z,Fix broken link to contributing guidelines (#3587),"The original URL (https://navigation.ros.org/contribute/index.html) seems not to exist, returning an HTTP 404. Hence, I've replaced the link with a page that seems most relevant.",htcrefactor,1,1,2
ros-planning/navigation2,be597dcfc09a0f991a9e6d166b20003690ddcb37,2023-05-23T18:34:00Z,(collision monitor) add limit polygon type (#3519),"* add LIMIT polygon type

* fix unit tests

* Fix MIN_POINT doesn't exist

* Fix Action type enum

* FIX velocity used

* FIX unit test point distance

increase point distance to not be in limit field

* Update collision_monitor_node_test.cpp

* fix status name not updated

* [MOD] only single linear limit

* Apply review comments

* Update nav2_collision_monitor/include/nav2_collision_monitor/types.hpp

---------

Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",BriceRenaudeau,150,22,172
ros-planning/navigation2,593c4caa64e2e9f6d2021381b9487cdb0bd0e5fe,2023-05-22T17:08:18Z,Fix broken symlink for gzweb (#3585),to load world models,ruffsl,1,1,2
ros-planning/navigation2,1fa4cb716bb561684602a594d09c342e7f0a9b80,2023-05-22T16:26:30Z,Add viz_expansions parameter for debug (#3577),"* viz_expansions

* lint

* switch to unique_ptr

* readme update

---------

Co-authored-by: Guillaume Doisy <guillaume@dexory.com>",doisyg,58,27,85
ros-planning/navigation2,286dedf27cff9777903bdad03dba9ce26d0bf5c1,2023-05-22T15:27:47Z,Fix the condition in ackerman motion model constraints (#3581),"* Fix the condition in ackerman motion model constraints

* Fix ackerman motion model tests

* Fix another ackerman motion model test",alexbuyval,3,3,6
ros-planning/navigation2,9ec518eea8db8feb95f28bc0f1c9b5ba8c11a67a,2023-05-22T14:10:54Z,Improve usability of PWAs in Dev Containers (#3576),"* Add WIP icons

* Add WIP icons for gzweb

* Add WIP icons for glances

* Set cross origin to use credentials
ensuring auth cookie is included in request header
when requesting for web app manifest file
thus avoiding CORS policy violations in browser
when accessing forwarded codespaces ports from the web

> The request for the manifest is made without credentials (even if it's on the same domain), thus if the manifest requires credentials, you must include `crossorigin=""use-credentials""` in the manifest tag.

- https://web.dev/add-manifest/
- https://stackoverflow.com/a/57184506/2577586

* Use ReqHost variable in templates
to account for X-Forwarded-Host value in header

* Delete duplicate manifest

* Set id property in app manifests
so we can address them independently from their start_url
- https://developer.chrome.com/blog/pwa-manifest-id/

* Ensure apps are uniquely identifies
by adding trailing slash to id
and thus different URI directories

* Refactor root landing page into nav2 app
by moving page file into nav2 sub folder
adding root redirect pointing to /nav2/
and updating html, markdown, manifest files respectively

* Fix https detection for Caddy reverse proxies
by also checking X-Forwarded-Proto in request header

* Remove unnecessary files

* Prune smaller images

* Prune duplicate icon

* Clean up html tags

* Update manifest icons

* Rename icons

* Revert ""Prune duplicate icon""

This reverts commit 571040173ca83716dfd2f6d5db4b351389a557a8.

* Add back favicon for shortcut

* Add self index for completeness and bookmarking

* Simplify icon linking

* Delete binary files

* Fix hyperlink path

* Include image files using gitattributes
to track these binary files via git LFS

* Add icons using git lfs

* Standardized all icon paths

* Use external links for icons
to avoid the need for using git LFS
although this is a bit of a hack

* Stage any and maskable icons

* Use any and masked icons

* Set colors to match maskable icon colors

* Update icon

* Use lossless compression
without removing background
- https://shortpixel.com/online-image-compression

* Use WebP instead of PNG
for smaller file sizes
- https://en.wikipedia.org/wiki/WebP

* Move icons into icons folder

* Use _SRV environment variables for service paths

* Download media files from github
during docker image build
to avoid adding always online dependencies
when creating or starting dev containers

* Delete media icons from git repo
now that we download media from anonymized URLs on github
- https://docs.github.com/en/get-started/writing-on-github/working-with-advanced-formatting/attaching-files

* Add comments

* Enable file browsing for non app paths
for remote debugging of media and asset files

* Consolidate assets into single folder

* Add links for file browser paths
to Server Diagnostics

* Delete unused symlink

* Update landing page to match manifest
by including same shortcuts and start url

* Patch gzweb to disable modelList
avoiding 404s for thumbnails
as they are hardcoded into js

* Update comments

* Simplify Caddyfile by reverting to symlinking
but add ROOT_SRV env for custom overriding

* Loop over nav2 srv folders when symlinking
to generalize over folder names

* Add matcher for file browsing root directory
while still redirecting to nav2 app by default

* Use placeholders for root variable
to consolidate env default fallback settings
e.g `:/srv`

* Promote file browser in Nav2 app shortcuts

* Fix and update SRV envs

* Postpone symlinking for Nav2 web app
to when post-create-command script then runs
given full repo is not copied into builder stage in Dockerfile.
While this could be postponed to update-content-command
leaving it here avoids blowing user changes
after the container has been created or modified.

* Add guard to check if srv folder exists

* Add refresh rate shortcuts to glances

* Add file browser shortcut to nav2

* Set scope for nav2 PWA to root
to allow for opening child apps inside nav2 app

* Display child apps in fullscreen mode by default
as users can still open them in standalone via nav2 app
given the nav2 app's scope is the parent root path

* Update shortcuts and landing page

* Document PWA scope and installation order
when using Nav2 PWA scoped as root

* Revert setting scope for nav2 PWA to root path
as adding file browser shortcut to nav2 PWA is not worth the trouble
of having to explain installation order caveats and URL launch behavior.
File browser shortcut is still accessible from inside nav2 pwa launcher
but merely displays in browser preview
given root / is out of scope for /nav2/

* Update server diagnostics for troubleshooting

* Verify checksum of archive before extraction
incase anonymized URL changes expected archive",ruffsl,235,146,381
ros-planning/navigation2,3739ff12bf6ddbbd19e3c84b619a1d153e3bb731,2023-05-19T19:49:54Z,bump to 1.2.0 for iron release,,SteveMacenski,38,38,76
ros-planning/navigation2,07a9127469f73e416f078b8ba737db363c2619e7,2023-05-17T17:35:59Z,[controller_server] [FollowPath] Allow multiple progress checkers (#3555),"* allow multiple progress checker plugin

* merge conflict

* handle change of progress checker during a preempt

* reset pc on preempt

* fix default declaration

* Handle deprecated progress_checker_plugin

* improve readability

* Update nav2_controller/src/controller_server.cpp

---------

Co-authored-by: Guillaume Doisy <guillaume@dexory.com>
Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",doisyg,141,36,177
ros-planning/navigation2,85fd06f20413e348059205a84ecb50765fc8f0c7,2023-05-13T09:31:29Z,Improve Dev Container Web App Visualization (#3551),"* Add Caddyfile to reverse proxy websockets
in an attempt to avoid authentication tokens in headers
when forwarding ports from codespaces via web interface

- https://docs.github.com/en/codespaces/developing-in-codespaces/forwarding-ports-in-your-codespace#using-command-line-tools-and-rest-clients-to-access-ports
- https://caddyserver.com/docs/quick-starts/reverse-proxy
- https://caddy.community/t/caddy-v2-how-to-proxy-websoket-v2ray-websocket-tls/7040/13

* Update caddy related tasks

* Rename Gzweb task to Gzweb Bridge
to make room for more gzweb tasks

* Add Gzweb Client Task

* Add Caddyfile to reverse proxy websockets
now for Gzweb

* Specify config file to avoid crosstalk
between caddy stop commands

* Fix reverse proxy for websockets
by correcting matcher using headers
as websocket request header value is lowercase for gzweb and foxglove

* Comment out log output files for debugging

* Simplify tasks by removing client tasks

* Stop tasks by using terminate
via the workbench.action.tasks.terminate command

* Move Caddyfile

* Add Web Server tasks

* Move Caddyfile

* Update log output file path

* Update root path

* Update reverse_proxy for both gzweb and foxglove
by using the path argument for respective matchers

- https://caddyserver.com/docs/caddyfile/matchers#path-matchers

* Use snippets
to keep Caddyfile DRY
- https://caddyserver.com/docs/caddyfile/concepts#snippets

* Use rewrite to catch trailing slash
as file_server defaults do not correct reverse_proxy.
This make typing the websocket URL more forgiving

- https://caddyserver.com/docs/caddyfile/patterns#trailing-slashes

* Improve websocket snippet
to keep Caddyfile DRY

* Use header_regexp for case-insensitive matching
given web port forwarding from Codespaces is odd
and rewrites the value of this header field to lowercases
even when local browser request is sent as `Upgrade`

* Add helper index page to web server
to link to web apps for reverse proxy

* Limit templates to fix gzweb
by adding matcher for only root index
otherwise gzweb's own index.html gets overwritten

* Add comments to Cadyfile
to document tricky configuration

* Stage working redirect

* Simplify index.html

* Add helper redirect to simplify foxglove
to set the respective queries values to automate websocket setup,
and ensure the websocket schema matches the https request

* Avoid hardcoding port number

* Clean up comments

* Use header to compute redirect
to take into account requesting forwarding
or more codespace port forwarding shenanigans

* Use shorthand placeholders
- https://caddyserver.com/docs/caddyfile/concepts#placeholders

* Formatting

* Keep trailing slash
to stay consistent with caddy file_server directive
that serves a 308 Permanent Redirect
for both foxglove and gzweb paths anyway

* Refactor matcher logic
to account for requests either from
host ports from local dev containers
or forwarded requests from codespace web port forwarding

* Split snippet into globals
for composability

* Update comments

* Add Placeholders
for debugging

* Use tables to center

* Use github markdown
- https://github.com/sindresorhus/github-markdown-css

* Simplify vars

* Rename vars

* Revert ""Rename vars""
as dotted var names do not work in Caddyfile

This reverts commit 3e2d1b3fe30f8a4ffb5134fc2f6f5cffd574bcdc.

* Add System Monitor
to debug CPU load and memory issues

* Update headings

* Update layout

* Update layout

* Add Foxglove layout for Nav2

* Symlink assets folder for web server

* Fetch Foxglove layout using layoutUrl
a new parameter to load layout json data from URL
- https://github.com/orgs/foxglove/discussions/217

* Cleanup

* Use fork to fetch Foxglove layout using layoutUrl
until this PR is merged:
- https://github.com/foxglove/studio/pull/5987

* Update Caddyfile to handle relative root
by using local srv folder

* Inject mobile view html tags
using the caddy replace module
- https://caddyserver.com/docs/modules/http.handlers.replace_response
- https://github.com/caddyserver/replace-response

* Simplify Caddyfile

* Use snippet for apps

* Simplify Caddyfile

* Simplify Caddyfile

* Build caddy using custom modules

* Remove unused symlinks

* Add comments

* Use environment and defined variables for config
to avoid hard coded paths

* Add FoxgloveUrl to vars
for reuse in templates

* Fix trailing slash for DataSourceUrl

* Use exec to run gzserver with xvfb
to prevent ros launch from orphaning process
and ensure gzserver receives SIGTERM signal
given gzserver often hangs after only SIGINT
- https://unix.stackexchange.com/a/196053/213124

* Update redirect for foxglove
to redirect from path /foxglove/autolayout

* Add redirect for foxglove
to redirect from path /foxglove/autoconnect
but does not use LayoutUrl
as to not change from cached layout

* Use web app manifest
to set display as standalone
- https://web.dev/add-manifest/
- https://developer.mozilla.org/en-US/docs/Web/Manifest

* Template manifest files
to embed host info into app name

* Add manifests for other web apps

* Add shortcuts for Foxglove
- https://developer.mozilla.org/en-US/docs/Web/Manifest/shortcuts
- https://web.dev/app-shortcuts/

* Format

* Update comments

* Revert use of fork

* Remove debug directive",ruffsl,1932,77,2009
ros-planning/navigation2,b58ef4a7d11c8ab089132757814a9074ef05cd60,2023-05-12T06:42:48Z,Impl noise filtering layer in the costmap_2d (#2567),Signed-off-by: ryzhikovas <ryzhikovas@gmail.com>,ryzhikovas,2876,0,2876
ros-planning/navigation2,3cfc15e065bb1c83b7be8ddbb618567a99147785,2023-05-10T08:20:55Z,Fix typo in config.yml (#3570),from: #3554,ruffsl,2,2,4
ros-planning/navigation2,77cff7d55c38897a2174462201cf1aabead19672,2023-05-10T00:08:21Z,Behavior server error codes (#3539),"* empty error codes

* add error codes for behaviors

* updated assisted teleop

* pass tests

* added error codes to bt nodes

* Enable Visualizations for Dev Container (#3523)

* Add visualizer stage
to install demo dependencies

* Install foxglove

* Install gzweb

* Add hack for resolvable mesh URIs
located by the aws SDL model files
- https://github.com/aws-robotics/aws-robomaker-small-warehouse-world/pull/24

* Revert hack and use fork
that fixes issues with deploy.sh
- https://github.com/osrf/gzweb/pull/248

* Update target stage to visualizer

* Comment out gzclient and rviz for debugging

* Add hack for resolvable mesh URIs
as migrating the python3 scripts still hasn't resolved the issue

* Reorder stages for readability
by keeping sequential builder and tester stages adjacent
while keeping tester stage the default exported target

* fix typo

* Install gdb for launching ros launch files
using the ROS VS Code extension
- https://github.com/ms-iot/vscode-ros/issues/588

* Add vscode tasks file

* Add Start Gzweb task

* Add Start Foxglove tasks
for bridge and studio

* Add Start Foxglove compound task
using dependsOn

* Set default problemMatcher to empty
to avoid nagging the user to select one
as currently none really support our use case

* Source overlay before running foxglove_bridge
to ensure nav2 message types are defined
by inlining all args into command
and sourcing workspace setup

* Formatting

* Generalize and simplify hack

* Generalize gazebo model discovery

* Patch gzserver to run headless using xvfb
to avoid host/platform specific x11 quirks
exposed by vscode automatic x11 forwarding

This is needed to provide gazebo a virtual frame buffer
as it still need one after all these years.
This also avoids the need modifying launch files to call xvfb-run

- https://github.com/microsoft/vscode-remote-release/issues/8031
- https://github.com/gazebosim/gazebo-classic/issues/1602

* Set isBackground for start tasks

* Add stop tasks

* Add restart foxglove task

* Switch to shell for commanding pkill
to gracefully return 0 when process is not running
allowing sequence of dependsOn tasks to run
such as for the restart tasks

* Add icons to tasks
for readability

* Add restart gzweb task

* Add global start, stop, and restart tasks
for all background visualization tasks

* Formatting

* Hide tasks users need not run manually
to avoid cluttering up the run task quick pick

* Shorten label for background tasks
so they succinctly show from the running task list

* Show global start and stop visualizations tasks
as they may be too helpful to hide

* Revert ""Comment out gzclient and rviz for debugging""

This reverts commit 0addae2a1ee70c5771055c5dd8fa050af438b896.

* Add --ipc=host to runArgs
to enable shared memory transport
- https://community.rti.com/kb/communicate-between-two-docker-containers-using-rti-connext-dds-and-shared-memory

* Add --pid=host to runArgs
to simplify discovery
- https://community.rti.com/kb/communicate-between-two-docker-containers-using-rti-connext-dds-and-shared-memory

* Add to runArgs
to simplify debugging
- https://code.visualstudio.com/docs/devcontainers/create-dev-container#_use-docker-compose

* Add comments

* Comment out runArgs unintended side effects
or cross talk between containers by default
also avoids interfering with vscode's X11 forwarding

* ignore warning (#3543)

* Split overlay setup into multiple steps
by skipping slower to build leaf packages during preparation,
then store cache and repeat setup without skipping packages

* Skip restore steps after already preping overlay
to avoid needlessly downloading the same overlay cache

* Revert resource_class to default medium
as the build resource usage seldom maxes out 4 cores
nor uses more than 2GB RAM

* Fix circleci config syntax
by setting skip default as empty string
to keep it an optional parameter

* Fix circleci config syntax
missing angle brackets

* ignore warning

* Revert ""Revert resource_class to default medium""

This reverts commit 44375a1c6ef6e730e47e30c7d910a15145d4ee2f.

* Fix nested defaults
to avoid dropping of cache after storing during test jobs
by ensuring restore_overlay_workspace still sets restore: true

---------

Co-authored-by: ruffsl <roxfoxpox@gmail.com>

* code review

* code review

* removed unsigned short

* lint errer

* error codes in main bts

* behavior error code range change

---------

Co-authored-by: Ruffin <roxfoxpox@gmail.com>",jwallace42,282,70,352
ros-planning/navigation2,1dc23193c1fda016a1e9b4427f4c6e2b4d732ded,2023-05-09T15:29:53Z,Fix typo (#3569),https://github.com/ros-planning/navigation2/issues/3568,SteveMacenski,1,1,2
ros-planning/navigation2,49d0cdfe5b4025074b39a026493a7c41e3f3e49c,2023-05-09T10:33:31Z,Split nav2_system_tests into separate CI jobs (#3554),"* Refactor nav2_system_tests into Separate jobs
by skipping it in release build and test jobs

* Require release_test for system_build job
to linearly resume cache

* Keep cache test results from release_test
in order to skip them from system_test

* Alias matrix for system_build requires

* Refactor to use package select as well
to skip unrelated tests

* Use yaml anchors to keep DRY

* Rename regex parameters

* Retain cache for build_and_test workflows
by requiring release_test for system_build
to ensure linear cache store and restore access

* Bust cache to test CircleCI config

* Resume testing all packages from release_test
to simplify catching of tests
given release_test was never timing out before

* Remove parameter packages_select_regex
to resolve package selection issues",ruffsl,50,19,69
ros-planning/navigation2,63a9d6072263cd086676c43d961958932b04734b,2023-05-09T07:27:06Z,Add ros2/geometry2 to underlay (#3564),"in interim until next rolling sync
- https://github.com/ros2/geometry2/pull/601",ruffsl,4,0,4
ros-planning/navigation2,c04292dfe9a2f61d658574af0e09b543d8ac4ee2,2023-05-08T18:10:23Z,Add IsBatteryChargingCondition (#3553),"* Add IsBatteryChargingCondition

* Minor fixes in battery charging and add testing

* Fix format

* Added isBatteryChargingCondition BT node to params",ajtudela,293,1,294
ros-planning/navigation2,356e385e06afd43759a7718c7704d7a6995f3086,2023-05-07T18:47:28Z,Fix overridden parameter values (#3559),,nakai-omer,3,3,6
